Date,Open,High,Low,Close,Volume
24/6/2016,612,642,605,633.8,13743
27/6/2016,634.95,634.95,621.6,625.15,2633
28/6/2016,630.8,638.35,628.5,637.65,2881
29/6/2016,642.5,646.2,640,646.2,2766
30/6/2016,646.55,647.2,641.7,647.15,1353
1/7/2016,649.4,654.4,641.05,650.95,1924
5/7/2016,654.6,654.6,647,650.2,2751
6/7/2016,656,665,652,662.5,2358
7/7/2016,666,670.55,662,662.7,1282
8/7/2016,664,674.2,664,673.5,1446
11/7/2016,679.6,683.9,675.05,683.9,3508
12/7/2016,683.95,685.7,673.9,679.05,3300
13/7/2016,677.9,682,667.95,673.05,3042
14/7/2016,673.55,677,668,670.5,2479
15/7/2016,664.55,671.35,663.1,666,1423
18/7/2016,666.6,671.85,659.4,666.8,2376
19/7/2016,665.05,675,659.95,674.85,1702
20/7/2016,675,678.7,674.25,676.55,2560
21/7/2016,679,680.55,675.25,678.45,2146
22/7/2016,675,682.25,673.55,682.25,2506
25/7/2016,680.5,681.95,674.4,675.95,2819
26/7/2016,673.2,677.15,669.25,670.7,1907
27/7/2016,674.85,677.95,669.2,672.1,1821
28/7/2016,671.5,676.15,667,675.65,6365
29/7/2016,690.8,693.85,678,684.9,8468
1/8/2016,683.9,689.7,676.05,687.35,2228
2/8/2016,688,688,674.65,676.2,3312
3/8/2016,678.5,679.95,674,674.5,1793
4/8/2016,679,684.95,674.5,679.75,2354
5/8/2016,686,694.25,681.95,692.45,5136
8/8/2016,693.4,694.5,687,689,4348
9/8/2016,693,695.35,691.15,694.2,2629
10/8/2016,690,692,686.05,687.45,3663
11/8/2016,691.9,692.75,688.5,689.6,1464
12/8/2016,692,693.8,687,690.4,1406
15/8/2016,693.5,695,685.05,687,2685
16/8/2016,683,683,648.85,678.65,4855
17/8/2016,680.4,680.4,674.35,674.35,2439
18/8/2016,678.9,678.9,670.3,673.35,2244
19/8/2016,675.15,677.3,668.5,671.05,1513
22/8/2016,671.5,673.2,665.5,669.3,1882
23/8/2016,670.4,676,670,674.35,1676
24/8/2016,676.3,678.8,675,676.1,1620
25/8/2016,673.95,674.85,669,670.85,2017
26/8/2016,671.6,682.85,671,682.45,1720
29/8/2016,688,698,687,691.15,2073
30/8/2016,692,697.9,687.55,687.75,2354
31/8/2016,690,693.7,685.55,687.25,1171
1/9/2016,691,694.1,685.7,686.55,3769
2/9/2016,690,695,685,693.75,1022
6/9/2016,695.5,697.9,690,695.9,2179
7/9/2016,700,706.1,697.95,698.65,3005
8/9/2016,698.09,698.09,698.09,698.09,0
9/9/2016,695.6,697,690.75,690.9,1755
12/9/2016,675,675,675,675,5
13/9/2016,685.8,686.7,675.6,677,1437
14/9/2016,682,682.2,675,677.7,1924
15/9/2016,677.4,682.7,674.85,682.7,1459
16/9/2016,683.25,699.05,682.95,699.05,1332
19/9/2016,699,703.65,690.4,693.65,2742
20/9/2016,693.5,698,690.05,696.1,931
21/9/2016,705,705.95,698.6,701.85,3432
22/9/2016,704.3,716.25,702.1,711.65,3475
23/9/2016,717,720,714.7,717.35,1668
26/9/2016,717.5,717.5,707.5,712,2706
27/9/2016,713.45,725.55,712,725.55,3535
28/9/2016,730.9,737,727,734.3,3305
29/9/2016,742,745.95,737.35,737.35,4489
30/9/2016,740.75,746.85,736.05,745.2,3080
3/10/2016,745.2,745.2,745.2,745.2,0
4/10/2016,751,754.95,745.25,748.25,4846
5/10/2016,745.5,752.15,743,749.45,2461
6/10/2016,755.1,757.55,751.6,755.3,2864
7/10/2016,757.35,759.7,750.25,754.45,4211
10/10/2016,754.4,762.5,753.5,756.5,3589
11/10/2016,757.79,757.79,757.79,757.79,10
12/10/2016,754.9,758.8,752.95,758.6,2069
13/10/2016,753.7,753.95,745.05,747.7,3892
14/10/2016,754.1,759.9,753.95,753.95,1694
17/10/2016,747.8,752.3,736.45,741.1,6493
18/10/2016,743.75,749.25,743,744.7,2696
19/10/2016,746.1,749.95,741.05,744.55,1895
20/10/2016,747.6,747.6,725.5,741.7,4743
21/10/2016,746,750.6,743.9,749.3,2315
24/10/2016,757,766.35,755.05,764.95,4564
25/10/2016,774.5,775.75,767.5,774.15,6899
26/10/2016,767.5,767.5,755,759.3,2733
27/10/2016,756,763.8,749.65,754.75,5918
28/10/2016,708.5,720,705.5,715.65,21026
31/10/2016,714.8,724.45,712.05,723.75,11049
1/11/2016,724,725.55,712,712.6,4474
2/11/2016,707.7,710.75,694.95,696.6,4750
3/11/2016,681.4,700.15,679.35,691.55,6485
4/11/2016,692.5,693.35,678.9,683.95,3543
7/11/2016,696,709.65,693,708.4,5868
8/11/2016,711.9,713,705.8,712.6,3305
9/11/2016,678.9,706.95,676,703.95,20390
10/11/2016,712.45,719.95,658.05,686.7,10309
11/11/2016,681.9,682,669.8,676.85,6473
14/11/2016,690.75,695.95,669,671.55,6727
15/11/2016,669.1,691.8,665,688.45,9446
16/11/2016,694.9,700.75,688,700.5,3867
17/11/2016,696,707.25,692,707.25,2729
18/11/2016,715.1,718.88,715.1,718.88,11
21/11/2016,719.5,733.55,714,730.15,3643
22/11/2016,739.9,746.15,735.05,735.05,3515
23/11/2016,741.8,742.7,733.5,734.15,1738
25/11/2016,737.98,737.98,737.98,737.98,0
28/11/2016,726.35,726.35,726.35,726.35,0
29/11/2016,724.95,730,719.6,720.9,2227
30/11/2016,717.35,717.35,717,717,8
1/12/2016,710,710.85,696,700,2604
2/12/2016,693.65,702.7,690.05,697.25,2728
5/12/2016,702,710.85,692.85,708,2857
6/12/2016,708.3,715.2,705,713.6,2716
7/12/2016,717,717,704.35,710.05,3420
8/12/2016,715.05,715.05,715.05,715.05,0
9/12/2016,724.65,724.65,724.65,724.65,1
12/12/2016,727.79,728,716.43,716.43,30
13/12/2016,715.6,715.6,715.6,715.6,0
14/12/2016,729,733.4,717.5,724.85,3687
15/12/2016,735,739.95,732,739,4694
16/12/2016,730.1,734.2,722.1,722.1,2123
19/12/2016,725.15,737.75,725.1,735,4274
20/12/2016,736.15,746,736.15,746,2918
21/12/2016,741.35,742.85,729.75,734.35,2353
22/12/2016,738.6,738.6,731.6,732.15,2510
23/12/2016,734,734.75,723.3,723.4,1854
27/12/2016,727.7,740,725.55,739,3411
28/12/2016,736.7,749.45,736.7,745.05,3228
29/12/2016,739,741.2,728.2,729.65,2191
30/12/2016,728.2,731.95,724.85,727.8,1759
3/1/2017,725.95,732.9,722,722.05,4260
4/1/2017,725.15,727.65,720.45,721.5,2748
5/1/2017,717.35,734,715.1,731.7,3217
6/1/2017,738,749,732.05,749,2681
9/1/2017,757.4,760.5,751,754.15,3705
10/1/2017,753.3,756.4,746.6,756.4,2521
11/1/2017,755.4,759.95,750.65,754.45,2903
12/1/2017,750.6,759.4,746.4,754,3646
13/1/2017,765,773,762.05,771.3,4638
17/1/2017,770.7,770.75,751.15,754.5,4585
18/1/2017,759.9,760.15,753.3,754.8,5551
19/1/2017,760.05,769.5,757.7,766.3,4118
20/1/2017,760.95,765.15,757.5,760.45,2220
23/1/2017,752,757.95,750,755.45,3518
24/1/2017,762,768.65,757.25,765.2,2646
25/1/2017,770,777.35,767.25,775.8,4663
26/1/2017,781.05,787.5,778,786.7,5547
